пол,возраст,путешествует_с_детьми,расстояние,включён_завтрак,наличие_wifi,оценка_удобства_добирания_до_места,оценка_интерсности_досуга,оценка_качества_питания,оценка_качества_wifi,оценка_комфортности_палатки,общая_оценка_качества_предоставленной_услуги,возраст_кат
муж,37,да,3566,1,1,2,хорошо,отсутствует,отсутствует,хорошо,хорошо,более_30
жен,18,да,1036,1,0,1,отсутствует,отсутствует,плохо,плохо,отсутствует,менее_30
муж,70,нет,518,1,1,1,отсутствует,отсутствует,плохо,плохо,плохо,более_30
жен,37,нет,521,0,1,1,плохо,плохо,отсутствует,хорошо,хорошо,более_30
муж,32,нет,2184,0,0,3,отсутствует,отсутствует,хорошо,плохо,плохо,более_30
муж,74,нет,2620,1,0,3,хорошо,плохо,хорошо,плохо,хорошо,более_30
муж,71,нет,1108,0,1,2,плохо,отсутствует,плохо,плохо,плохо,более_30
жен,15,нет,2747,1,1,2,хорошо,плохо,плохо,плохо,плохо,менее_30
муж,62,да,1526,0,0,2,отсутствует,отсутствует,отсутствует,хорошо,хорошо,более_30
муж,42,нет,3646,1,0,1,отсутствует,плохо,хорошо,плохо,плохо,более_30
муж,56,да,794,1,1,1,плохо,отсутствует,плохо,отсутствует,хорошо,более_30
жен,65,нет,729,0,1,3,плохо,хорошо,отсутствует,отсутствует,хорошо,более_30
жен,60,да,3723,0,0,1,отсутствует,плохо,отсутствует,отсутствует,отсутствует,более_30
муж,58,нет,794,1,1,3,отсутствует,плохо,отсутствует,плохо,отсутствует,более_30
жен,73,нет,3286,1,0,4,отсутствует,плохо,хорошо,плохо,отсутствует,более_30
жен,3,нет,181,1,0,1,хорошо,отсутствует,отсутствует,отсутствует,хорошо,менее_30
муж,37,да,2286,1,1,3,плохо,отсутствует,хорошо,отсутствует,отсутствует,более_30
жен,75,да,2865,1,1,2,хорошо,хорошо,отсутствует,отсутствует,плохо,более_30
муж,90,да,753,0,0,2,отсутствует,плохо,плохо,отсутствует,плохо,более_30
жен,16,нет,3278,0,1,4,хорошо,хорошо,хорошо,отсутствует,плохо,менее_30
муж,29,да,1789,0,1,3,отсутствует,отсутствует,плохо,плохо,плохо,менее_30
муж,77,да,2119,1,1,5,хорошо,хорошо,хорошо,отсутствует,отсутствует,более_30
жен,27,нет,4112,0,1,2,плохо,плохо,хорошо,плохо,плохо,менее_30
жен,90,нет,2138,0,0,5,отсутствует,плохо,отсутствует,хорошо,отсутствует,более_30
жен,3,нет,2778,1,1,2,отсутствует,плохо,отсутствует,отсутствует,хорошо,менее_30
жен,58,да,3285,0,1,4,отсутствует,хорошо,хорошо,хорошо,плохо,более_30
муж,87,да,785,0,0,4,хорошо,отсутствует,отсутствует,плохо,отсутствует,более_30
жен,11,нет,287,0,1,3,отсутствует,плохо,плохо,отсутствует,хорошо,менее_30
жен,64,да,820,1,0,3,хорошо,отсутствует,плохо,отсутствует,хорошо,более_30
жен,76,да,3303,1,1,5,плохо,хорошо,плохо,отсутствует,отсутствует,более_30
муж,51,нет,2794,0,0,2,хорошо,плохо,плохо,хорошо,хорошо,более_30
жен,3,да,1269,0,1,1,отсутствует,хорошо,отсутствует,хорошо,хорошо,менее_30
муж,51,нет,162,1,1,4,отсутствует,отсутствует,хорошо,отсутствует,плохо,более_30
жен,14,да,3314,1,0,2,хорошо,хорошо,плохо,отсутствует,плохо,менее_30
муж,89,да,1752,1,1,4,отсутствует,плохо,плохо,плохо,хорошо,более_30
муж,84,нет,1697,0,1,5,плохо,хорошо,плохо,отсутствует,отсутствует,более_30
муж,72,нет,2181,1,0,2,плохо,плохо,плохо,хорошо,отсутствует,более_30
муж,4,да,596,0,1,4,плохо,плохо,отсутствует,отсутствует,плохо,менее_30
жен,34,нет,1508,1,0,3,хорошо,плохо,отсутствует,плохо,хорошо,более_30
муж,55,да,349,1,1,2,плохо,плохо,плохо,отсутствует,отсутствует,более_30
муж,73,да,1754,0,1,5,хорошо,плохо,хорошо,отсутствует,хорошо,более_30
муж,70,нет,3685,1,1,1,плохо,плохо,хорошо,хорошо,хорошо,более_30
муж,23,нет,2639,0,0,1,хорошо,отсутствует,хорошо,отсутствует,плохо,менее_30
жен,86,да,2663,1,0,4,плохо,отсутствует,отсутствует,отсутствует,отсутствует,более_30
муж,70,нет,2316,0,1,5,хорошо,плохо,плохо,отсутствует,хорошо,более_30
жен,80,да,1015,0,1,2,отсутствует,хорошо,хорошо,отсутствует,хорошо,более_30
жен,86,да,1978,1,0,1,отсутствует,плохо,плохо,отсутствует,плохо,более_30
муж,78,нет,3535,1,1,3,хорошо,хорошо,хорошо,отсутствует,отсутствует,более_30
жен,22,да,3263,1,1,5,отсутствует,отсутствует,хорошо,отсутствует,отсутствует,менее_30
муж,72,да,1503,0,1,2,отсутствует,хорошо,плохо,отсутствует,отсутствует,более_30
жен,23,нет,1771,0,1,1,хорошо,отсутствует,хорошо,хорошо,хорошо,менее_30
жен,35,да,3059,0,1,3,отсутствует,плохо,хорошо,плохо,отсутствует,более_30
муж,8,нет,4364,0,1,3,плохо,хорошо,хорошо,хорошо,хорошо,менее_30
жен,32,нет,3828,1,1,3,отсутствует,хорошо,отсутствует,хорошо,отсутствует,более_30
муж,76,нет,942,0,1,1,хорошо,плохо,отсутствует,хорошо,отсутствует,более_30
муж,70,нет,196,0,1,1,хорошо,хорошо,отсутствует,отсутствует,отсутствует,более_30
муж,51,нет,2838,0,0,5,плохо,плохо,плохо,отсутствует,хорошо,более_30
жен,78,нет,617,0,0,4,отсутствует,отсутствует,плохо,отсутствует,отсутствует,более_30
жен,55,да,3605,0,0,5,отсутствует,хорошо,хорошо,плохо,отсутствует,более_30
муж,52,нет,2727,1,0,2,плохо,плохо,отсутствует,хорошо,отсутствует,более_30
жен,10,да,2310,1,1,2,отсутствует,отсутствует,отсутствует,плохо,отсутствует,менее_30
жен,19,нет,3040,0,1,3,плохо,отсутствует,плохо,отсутствует,хорошо,менее_30
жен,22,да,4391,0,0,4,хорошо,отсутствует,отсутствует,плохо,отсутствует,менее_30
жен,38,да,2075,1,1,4,плохо,хорошо,отсутствует,хорошо,плохо,более_30
муж,47,да,1651,1,0,3,отсутствует,плохо,отсутствует,плохо,плохо,более_30
муж,16,да,1430,0,0,4,плохо,плохо,хорошо,отсутствует,хорошо,менее_30
муж,19,нет,1334,0,1,5,хорошо,плохо,хорошо,плохо,хорошо,менее_30
муж,49,нет,2639,0,0,3,плохо,хорошо,плохо,отсутствует,хорошо,более_30
муж,11,да,3616,1,1,2,плохо,хорошо,плохо,хорошо,плохо,менее_30
жен,83,нет,3761,1,0,5,плохо,плохо,хорошо,плохо,плохо,более_30
жен,7,нет,4934,0,0,2,отсутствует,плохо,хорошо,плохо,отсутствует,менее_30
муж,88,да,4675,1,1,3,плохо,хорошо,отсутствует,хорошо,плохо,более_30
муж,11,да,2260,1,0,4,отсутствует,хорошо,отсутствует,хорошо,отсутствует,менее_30
жен,42,да,3062,1,1,5,плохо,плохо,хорошо,отсутствует,плохо,более_30
муж,54,да,2821,0,0,5,плохо,хорошо,хорошо,плохо,хорошо,более_30
муж,88,да,2378,0,1,4,отсутствует,хорошо,отсутствует,отсутствует,плохо,более_30
жен,28,нет,3753,0,0,1,отсутствует,хорошо,хорошо,отсутствует,хорошо,менее_30
муж,11,нет,2897,1,0,5,плохо,отсутствует,отсутствует,плохо,хорошо,менее_30
муж,84,нет,4130,1,1,2,хорошо,отсутствует,отсутствует,хорошо,плохо,более_30
муж,58,да,1981,0,1,3,отсутствует,отсутствует,отсутствует,хорошо,плохо,более_30
жен,4,нет,560,1,0,4,отсутствует,отсутствует,отсутствует,отсутствует,плохо,менее_30
муж,47,нет,4252,1,1,5,хорошо,плохо,хорошо,хорошо,отсутствует,более_30
жен,37,да,1398,0,1,3,отсутствует,плохо,хорошо,отсутствует,хорошо,более_30
муж,1,нет,4114,1,1,4,хорошо,плохо,плохо,хорошо,плохо,менее_30
муж,88,нет,992,0,0,2,хорошо,хорошо,хорошо,плохо,отсутствует,более_30
жен,27,нет,700,0,1,1,отсутствует,хорошо,хорошо,плохо,плохо,менее_30
муж,24,нет,4808,0,1,1,плохо,хорошо,отсутствует,хорошо,плохо,менее_30
муж,80,нет,4855,1,0,3,хорошо,плохо,плохо,хорошо,отсутствует,более_30
жен,71,нет,1463,1,0,1,хорошо,отсутствует,отсутствует,отсутствует,хорошо,более_30
муж,89,нет,2808,1,0,1,плохо,отсутствует,хорошо,отсутствует,отсутствует,более_30
жен,29,да,4920,1,1,4,хорошо,отсутствует,хорошо,хорошо,плохо,менее_30
жен,17,нет,3510,1,1,3,хорошо,отсутствует,отсутствует,хорошо,отсутствует,менее_30
муж,62,да,3367,1,1,3,отсутствует,хорошо,отсутствует,хорошо,плохо,более_30
жен,54,да,407,1,1,5,плохо,хорошо,плохо,плохо,плохо,более_30
муж,77,нет,469,1,0,3,отсутствует,плохо,отсутствует,плохо,отсутствует,более_30
муж,78,нет,3934,1,1,2,хорошо,отсутствует,отсутствует,плохо,плохо,более_30
муж,73,да,3248,0,1,2,плохо,плохо,отсутствует,хорошо,отсутствует,более_30
жен,33,нет,585,0,1,2,плохо,плохо,отсутствует,отсутствует,плохо,более_30
муж,69,да,1485,1,1,1,плохо,плохо,отсутствует,плохо,хорошо,более_30
жен,42,нет,2486,0,1,4,плохо,плохо,плохо,плохо,хорошо,более_30
жен,71,нет,607,0,1,1,плохо,плохо,хорошо,хорошо,хорошо,более_30
жен,27,да,4608,1,0,3,плохо,плохо,хорошо,отсутствует,плохо,менее_30
муж,69,нет,2592,0,1,2,отсутствует,плохо,плохо,отсутствует,отсутствует,более_30
муж,43,нет,841,0,1,2,отсутствует,отсутствует,хорошо,отсутствует,плохо,более_30
муж,35,да,2842,1,0,5,хорошо,отсутствует,отсутствует,плохо,плохо,более_30
жен,68,да,4901,0,0,2,отсутствует,хорошо,отсутствует,плохо,плохо,более_30
жен,82,да,134,0,0,2,хорошо,отсутствует,отсутствует,плохо,отсутствует,более_30
жен,60,нет,182,1,1,2,отсутствует,отсутствует,хорошо,хорошо,отсутствует,более_30
жен,35,нет,1775,0,0,3,отсутствует,отсутствует,отсутствует,хорошо,плохо,более_30
жен,76,нет,902,1,1,2,плохо,отсутствует,хорошо,отсутствует,отсутствует,более_30
муж,32,нет,3213,1,0,5,отсутствует,плохо,хорошо,хорошо,отсутствует,более_30
жен,59,нет,4842,1,0,5,отсутствует,плохо,плохо,отсутствует,хорошо,более_30
жен,9,да,4013,1,1,5,хорошо,отсутствует,плохо,отсутствует,плохо,менее_30
жен,3,нет,2361,1,0,1,плохо,отсутствует,плохо,плохо,отсутствует,менее_30
муж,27,нет,4531,0,0,2,хорошо,хорошо,плохо,плохо,хорошо,менее_30
муж,5,да,4596,1,1,3,плохо,хорошо,плохо,плохо,отсутствует,менее_30
жен,37,да,2073,0,0,3,хорошо,хорошо,отсутствует,плохо,отсутствует,более_30
жен,51,да,3395,1,1,2,плохо,отсутствует,отсутствует,отсутствует,хорошо,более_30
муж,82,нет,1357,1,0,4,хорошо,отсутствует,плохо,отсутствует,отсутствует,более_30
жен,21,да,1915,0,0,4,плохо,отсутствует,плохо,хорошо,отсутствует,менее_30
муж,86,нет,527,1,1,1,отсутствует,отсутствует,отсутствует,плохо,отсутствует,более_30
жен,53,нет,3616,0,1,5,отсутствует,отсутствует,плохо,плохо,хорошо,более_30
муж,59,да,1294,0,1,3,плохо,отсутствует,плохо,отсутствует,отсутствует,более_30
муж,40,нет,641,1,1,5,отсутствует,отсутствует,плохо,плохо,плохо,более_30
жен,16,нет,2738,1,1,3,хорошо,плохо,хорошо,плохо,хорошо,менее_30
жен,40,нет,2802,0,0,2,отсутствует,отсутствует,плохо,отсутствует,хорошо,более_30
муж,67,нет,3683,0,0,3,плохо,хорошо,плохо,плохо,отсутствует,более_30
муж,23,да,4102,1,0,5,хорошо,плохо,плохо,плохо,хорошо,менее_30
муж,81,да,781,1,1,2,отсутствует,хорошо,отсутствует,плохо,отсутствует,более_30
муж,70,да,1244,0,1,1,отсутствует,отсутствует,хорошо,хорошо,хорошо,более_30
муж,10,да,4462,1,0,4,хорошо,плохо,плохо,хорошо,плохо,менее_30
муж,15,нет,2888,0,0,5,отсутствует,отсутствует,плохо,плохо,хорошо,менее_30
муж,83,да,1178,0,0,1,отсутствует,хорошо,хорошо,плохо,плохо,более_30
жен,62,да,2042,1,0,5,хорошо,хорошо,отсутствует,хорошо,хорошо,более_30
жен,35,нет,2398,1,1,1,плохо,хорошо,отсутствует,отсутствует,хорошо,более_30
жен,54,да,2588,1,0,1,хорошо,отсутствует,плохо,хорошо,отсутствует,более_30
муж,67,да,2731,0,0,1,плохо,отсутствует,отсутствует,хорошо,отсутствует,более_30
жен,73,нет,2747,0,1,3,хорошо,плохо,хорошо,отсутствует,плохо,более_30
жен,65,нет,1944,1,1,4,плохо,хорошо,хорошо,хорошо,хорошо,более_30
муж,77,нет,1471,0,0,1,плохо,отсутствует,хорошо,хорошо,плохо,более_30
жен,19,нет,4904,1,1,2,хорошо,отсутствует,отсутствует,хорошо,хорошо,менее_30
жен,46,да,1508,0,0,2,отсутствует,плохо,плохо,хорошо,хорошо,более_30
муж,38,да,4141,0,1,5,хорошо,отсутствует,отсутствует,плохо,плохо,более_30
муж,36,нет,1136,1,0,4,хорошо,плохо,отсутствует,отсутствует,плохо,более_30
жен,22,да,3006,1,0,4,плохо,плохо,хорошо,хорошо,отсутствует,менее_30
муж,41,нет,1775,0,0,2,хорошо,плохо,отсутствует,отсутствует,отсутствует,более_30
муж,8,да,3763,0,0,5,отсутствует,отсутствует,отсутствует,плохо,отсутствует,менее_30
жен,21,нет,861,0,1,4,отсутствует,плохо,отсутствует,отсутствует,хорошо,менее_30
жен,72,нет,1818,0,1,2,хорошо,отсутствует,хорошо,хорошо,плохо,более_30
муж,50,да,714,0,0,5,хорошо,отсутствует,плохо,хорошо,плохо,более_30
муж,14,да,354,1,0,1,отсутствует,хорошо,плохо,плохо,отсутствует,менее_30
муж,25,нет,3919,1,1,4,отсутствует,отсутствует,отсутствует,отсутствует,хорошо,менее_30
муж,13,нет,137,0,1,4,отсутствует,плохо,отсутствует,хорошо,хорошо,менее_30
муж,64,нет,4343,0,0,2,отсутствует,отсутствует,плохо,отсутствует,хорошо,более_30
жен,26,да,3116,0,0,2,отсутствует,плохо,отсутствует,хорошо,хорошо,менее_30
жен,70,нет,2363,0,1,3,отсутствует,плохо,хорошо,плохо,плохо,более_30
жен,31,да,4648,0,0,1,хорошо,плохо,отсутствует,отсутствует,плохо,более_30
жен,79,нет,1261,1,0,3,хорошо,отсутствует,хорошо,отсутствует,плохо,более_30
муж,38,нет,278,1,1,2,хорошо,хорошо,хорошо,плохо,хорошо,более_30
муж,43,да,2479,0,1,5,хорошо,хорошо,плохо,плохо,хорошо,более_30
жен,62,нет,181,0,0,1,плохо,хорошо,хорошо,хорошо,плохо,более_30
жен,75,нет,2944,0,0,4,отсутствует,плохо,хорошо,плохо,плохо,более_30
жен,51,нет,1017,0,0,3,плохо,хорошо,хорошо,отсутствует,отсутствует,более_30
жен,42,нет,774,0,1,3,плохо,отсутствует,хорошо,хорошо,плохо,более_30
муж,84,нет,4049,1,1,1,отсутствует,отсутствует,отсутствует,хорошо,отсутствует,более_30
муж,44,да,1347,0,0,3,хорошо,отсутствует,плохо,плохо,отсутствует,более_30
муж,90,нет,839,0,0,2,отсутствует,хорошо,плохо,хорошо,отсутствует,более_30
жен,84,да,2626,1,0,2,хорошо,отсутствует,отсутствует,хорошо,плохо,более_30
жен,33,нет,142,1,1,4,плохо,хорошо,плохо,отсутствует,отсутствует,более_30
жен,50,да,793,0,1,1,хорошо,хорошо,хорошо,хорошо,хорошо,более_30
муж,60,да,2484,1,0,2,плохо,отсутствует,плохо,плохо,отсутствует,более_30
жен,10,нет,2848,0,1,2,отсутствует,отсутствует,плохо,хорошо,хорошо,менее_30
жен,14,да,4994,1,1,1,отсутствует,отсутствует,плохо,хорошо,отсутствует,менее_30
жен,66,да,3457,1,1,1,отсутствует,плохо,отсутствует,хорошо,отсутствует,более_30
муж,19,да,1309,0,1,1,плохо,плохо,отсутствует,хорошо,отсутствует,менее_30
муж,33,нет,2345,1,0,4,плохо,отсутствует,хорошо,отсутствует,плохо,более_30
жен,88,да,2348,0,0,3,плохо,плохо,плохо,плохо,плохо,более_30
жен,27,нет,3768,1,1,1,плохо,хорошо,плохо,отсутствует,отсутствует,менее_30
муж,11,нет,1699,0,1,4,хорошо,отсутствует,отсутствует,хорошо,хорошо,менее_30
жен,19,нет,790,0,0,5,отсутствует,хорошо,плохо,хорошо,плохо,менее_30
жен,86,да,3535,1,1,2,плохо,хорошо,хорошо,хорошо,отсутствует,более_30
жен,2,да,624,0,0,2,хорошо,плохо,плохо,хорошо,плохо,менее_30
муж,23,нет,2895,0,0,1,плохо,хорошо,отсутствует,плохо,отсутствует,менее_30
жен,55,да,4143,1,1,1,отсутствует,отсутствует,хорошо,отсутствует,хорошо,более_30
муж,25,да,2418,0,1,4,хорошо,отсутствует,хорошо,плохо,отсутствует,менее_30
жен,16,нет,1052,1,1,1,отсутствует,хорошо,отсутствует,плохо,хорошо,менее_30
жен,70,нет,3155,0,1,4,хорошо,плохо,хорошо,хорошо,хорошо,более_30
муж,86,да,860,0,1,4,отсутствует,плохо,плохо,отсутствует,плохо,более_30
жен,74,нет,2630,0,1,4,хорошо,отсутствует,хорошо,плохо,хорошо,более_30
жен,63,нет,1510,0,1,3,отсутствует,отсутствует,хорошо,хорошо,хорошо,более_30
жен,46,нет,3363,1,0,4,плохо,отсутствует,отсутствует,отсутствует,плохо,более_30
муж,90,да,2944,0,1,2,отсутствует,отсутствует,плохо,плохо,отсутствует,более_30
муж,63,нет,579,1,1,2,хорошо,хорошо,хорошо,отсутствует,отсутствует,более_30
жен,29,да,2614,0,1,1,хорошо,хорошо,хорошо,отсутствует,хорошо,менее_30
жен,35,нет,3617,0,1,3,плохо,хорошо,отсутствует,отсутствует,отсутствует,более_30
жен,51,да,4047,0,0,1,хорошо,плохо,плохо,отсутствует,хорошо,более_30
муж,1,да,4685,0,1,1,хорошо,плохо,плохо,отсутствует,отсутствует,менее_30
жен,54,нет,3473,1,1,3,отсутствует,отсутствует,плохо,плохо,плохо,более_30
жен,56,нет,1455,1,1,1,отсутствует,отсутствует,плохо,отсутствует,плохо,более_30
муж,22,нет,1578,1,0,3,отсутствует,отсутствует,отсутствует,отсутствует,отсутствует,менее_30
жен,68,да,4884,1,1,4,хорошо,отсутствует,плохо,отсутствует,отсутствует,более_30
муж,25,да,4918,1,1,2,хорошо,хорошо,отсутствует,хорошо,плохо,менее_30
муж,88,нет,2409,1,1,2,отсутствует,плохо,отсутствует,плохо,плохо,более_30
муж,88,да,646,0,0,1,отсутствует,плохо,плохо,хорошо,плохо,более_30
жен,18,да,2202,1,1,4,плохо,отсутствует,отсутствует,отсутствует,хорошо,менее_30
жен,74,да,1764,0,0,2,хорошо,плохо,плохо,отсутствует,хорошо,более_30
муж,6,нет,2740,0,0,4,плохо,хорошо,плохо,хорошо,плохо,менее_30
муж,32,да,515,0,0,5,плохо,плохо,отсутствует,отсутствует,отсутствует,более_30
жен,8,нет,738,0,1,4,хорошо,плохо,отсутствует,отсутствует,хорошо,менее_30
жен,51,нет,3049,0,0,3,отсутствует,хорошо,отсутствует,отсутствует,отсутствует,более_30
муж,21,нет,2319,1,0,1,хорошо,хорошо,отсутствует,отсутствует,отсутствует,менее_30
жен,73,нет,4363,0,1,5,отсутствует,хорошо,хорошо,отсутствует,хорошо,более_30
муж,54,да,1296,0,0,2,отсутствует,хорошо,отсутствует,хорошо,отсутствует,более_30
муж,2,да,1614,0,0,4,хорошо,плохо,отсутствует,хорошо,хорошо,менее_30
жен,32,нет,4408,1,1,5,хорошо,плохо,плохо,плохо,отсутствует,более_30
муж,78,нет,3862,0,1,3,отсутствует,хорошо,хорошо,плохо,плохо,более_30
жен,60,нет,1459,1,0,2,хорошо,отсутствует,хорошо,плохо,хорошо,более_30
муж,12,нет,3823,1,0,4,плохо,отсутствует,хорошо,хорошо,отсутствует,менее_30
муж,67,нет,4279,0,1,1,отсутствует,отсутствует,отсутствует,отсутствует,хорошо,более_30
жен,60,да,101,1,1,5,плохо,хорошо,отсутствует,плохо,хорошо,более_30
муж,67,да,426,1,0,3,плохо,хорошо,хорошо,отсутствует,плохо,более_30
жен,59,да,1880,0,1,1,отсутствует,хорошо,плохо,плохо,плохо,более_30
жен,40,нет,4632,1,1,4,хорошо,отсутствует,хорошо,отсутствует,плохо,более_30
муж,43,да,3986,1,1,5,отсутствует,хорошо,отсутствует,плохо,отсутствует,более_30
муж,54,да,4728,1,0,1,хорошо,отсутствует,хорошо,хорошо,плохо,более_30
жен,69,нет,2829,1,0,3,хорошо,отсутствует,отсутствует,отсутствует,хорошо,более_30
жен,26,да,3719,1,1,3,плохо,хорошо,отсутствует,отсутствует,плохо,менее_30
муж,57,нет,1125,0,0,5,отсутствует,хорошо,хорошо,хорошо,плохо,более_30
жен,66,да,1742,1,1,4,отсутствует,плохо,отсутствует,отсутствует,хорошо,более_30
жен,56,да,3511,1,0,1,отсутствует,плохо,плохо,отсутствует,плохо,более_30
муж,54,да,3421,0,0,5,отсутствует,хорошо,плохо,плохо,плохо,более_30
муж,52,нет,2153,0,1,2,отсутствует,хорошо,отсутствует,плохо,хорошо,более_30
жен,4,нет,4746,0,0,2,хорошо,плохо,плохо,отсутствует,плохо,менее_30
жен,45,да,4872,1,1,3,плохо,хорошо,плохо,хорошо,плохо,более_30
жен,86,нет,1991,0,1,1,отсутствует,хорошо,отсутствует,плохо,плохо,более_30
жен,11,да,2251,1,1,3,хорошо,хорошо,плохо,отсутствует,отсутствует,менее_30
жен,78,нет,4371,1,0,3,плохо,отсутствует,плохо,плохо,хорошо,более_30
жен,18,нет,2471,1,1,2,плохо,хорошо,плохо,отсутствует,плохо,менее_30
жен,40,да,2301,0,1,5,отсутствует,плохо,отсутствует,плохо,хорошо,более_30
жен,3,да,3713,1,0,2,хорошо,хорошо,хорошо,хорошо,отсутствует,менее_30
жен,11,да,3195,0,1,1,хорошо,отсутствует,плохо,отсутствует,хорошо,менее_30
жен,10,нет,2524,0,1,2,хорошо,хорошо,плохо,хорошо,хорошо,менее_30
муж,90,да,2746,1,1,3,хорошо,отсутствует,отсутствует,отсутствует,хорошо,более_30
муж,3,да,999,1,1,3,плохо,плохо,хорошо,хорошо,хорошо,менее_30
жен,80,да,989,1,0,3,хорошо,хорошо,хорошо,отсутствует,плохо,более_30
муж,85,нет,716,0,0,2,плохо,хорошо,плохо,отсутствует,плохо,более_30
жен,55,нет,3325,0,1,5,хорошо,отсутствует,плохо,отсутствует,плохо,более_30
муж,11,да,139,1,1,5,плохо,плохо,отсутствует,хорошо,отсутствует,менее_30
муж,20,да,1201,0,1,2,отсутствует,отсутствует,хорошо,отсутствует,отсутствует,менее_30
жен,67,нет,2415,0,1,2,отсутствует,плохо,отсутствует,плохо,хорошо,более_30
жен,76,да,701,1,1,5,хорошо,хорошо,плохо,плохо,хорошо,более_30
муж,86,да,4311,0,1,3,плохо,хорошо,плохо,отсутствует,хорошо,более_30
муж,71,да,793,0,0,1,отсутствует,хорошо,отсутствует,отсутствует,хорошо,более_30
муж,47,нет,4300,0,0,5,отсутствует,плохо,плохо,хорошо,отсутствует,более_30
муж,26,нет,3545,1,0,2,плохо,хорошо,отсутствует,плохо,отсутствует,менее_30
жен,61,нет,862,1,1,3,отсутствует,отсутствует,плохо,хорошо,плохо,более_30
муж,24,да,3847,0,0,4,отсутствует,плохо,плохо,плохо,хорошо,менее_30
муж,51,нет,1119,0,0,3,отсутствует,хорошо,плохо,плохо,отсутствует,более_30
жен,43,да,4725,1,0,5,хорошо,отсутствует,отсутствует,плохо,отсутствует,более_30
жен,53,да,4088,0,1,1,хорошо,хорошо,отсутствует,хорошо,хорошо,более_30
жен,4,нет,4762,1,1,5,хорошо,плохо,отсутствует,отсутствует,хорошо,менее_30
жен,34,нет,2168,1,0,5,плохо,отсутствует,отсутствует,хорошо,плохо,более_30
жен,48,да,1939,1,0,5,плохо,отсутствует,отсутствует,отсутствует,плохо,более_30
муж,19,да,4921,0,0,1,плохо,хорошо,хорошо,отсутствует,плохо,менее_30
муж,89,да,2992,1,0,5,отсутствует,плохо,плохо,отсутствует,отсутствует,более_30
муж,52,да,2636,1,1,2,хорошо,плохо,отсутствует,плохо,плохо,более_30
муж,55,нет,2745,1,1,4,хорошо,плохо,хорошо,отсутствует,отсутствует,более_30
жен,26,да,880,1,1,1,хорошо,хорошо,плохо,плохо,отсутствует,менее_30
муж,89,да,4600,1,0,1,плохо,хорошо,плохо,отсутствует,плохо,более_30
муж,31,да,2138,1,0,5,хорошо,плохо,отсутствует,хорошо,хорошо,более_30
муж,14,да,3481,0,0,4,отсутствует,отсутствует,отсутствует,плохо,плохо,менее_30
жен,77,да,3302,1,0,2,отсутствует,хорошо,плохо,плохо,плохо,более_30
муж,19,нет,1161,0,0,5,отсутствует,плохо,плохо,плохо,хорошо,менее_30
муж,71,нет,3183,1,1,4,плохо,отсутствует,плохо,хорошо,плохо,более_30
муж,11,нет,4538,0,1,4,плохо,хорошо,плохо,плохо,плохо,менее_30
жен,53,нет,1602,0,1,1,хорошо,отсутствует,плохо,хорошо,плохо,более_30
муж,74,нет,1700,0,0,4,хорошо,плохо,плохо,отсутствует,отсутствует,более_30
муж,70,нет,1897,0,0,3,отсутствует,плохо,хорошо,хорошо,хорошо,более_30
жен,56,нет,3598,1,1,5,отсутствует,отсутствует,отсутствует,отсутствует,хорошо,более_30
жен,69,нет,1122,1,1,4,хорошо,хорошо,хорошо,плохо,отсутствует,более_30
муж,70,нет,3364,1,0,3,плохо,хорошо,плохо,хорошо,отсутствует,более_30
жен,74,нет,4059,1,1,5,плохо,хорошо,хорошо,плохо,плохо,более_30
муж,39,нет,1758,0,1,5,отсутствует,отсутствует,плохо,хорошо,плохо,более_30
жен,45,нет,3102,1,0,5,хорошо,плохо,отсутствует,отсутствует,плохо,более_30
жен,78,да,1608,0,0,2,отсутствует,плохо,отсутствует,отсутствует,плохо,более_30
муж,84,да,1258,0,0,5,плохо,плохо,хорошо,отсутствует,хорошо,более_30
жен,22,да,996,1,0,3,отсутствует,отсутствует,плохо,хорошо,отсутствует,менее_30
жен,53,да,4306,0,1,4,отсутствует,отсутствует,хорошо,хорошо,хорошо,более_30
муж,83,да,895,1,1,1,отсутствует,хорошо,отсутствует,плохо,плохо,более_30
жен,30,нет,4569,0,1,1,хорошо,хорошо,хорошо,хорошо,отсутствует,менее_30
муж,12,нет,4789,1,0,1,отсутствует,отсутствует,хорошо,отсутствует,хорошо,менее_30
муж,8,да,215,0,0,1,плохо,хорошо,отсутствует,хорошо,хорошо,менее_30
муж,81,да,4788,0,1,1,плохо,плохо,плохо,отсутствует,отсутствует,более_30
жен,62,да,3552,0,1,5,отсутствует,хорошо,отсутствует,хорошо,отсутствует,более_30
муж,1,нет,1346,0,0,1,плохо,отсутствует,хорошо,хорошо,плохо,менее_30
жен,70,нет,1312,0,1,4,отсутствует,отсутствует,отсутствует,плохо,хорошо,более_30
жен,44,да,531,0,1,3,хорошо,плохо,отсутствует,хорошо,плохо,более_30
муж,68,нет,113,0,0,5,хорошо,отсутствует,хорошо,хорошо,отсутствует,более_30
муж,86,нет,2289,1,0,5,отсутствует,хорошо,отсутствует,плохо,хорошо,более_30
жен,28,да,316,1,0,2,плохо,хорошо,плохо,плохо,хорошо,менее_30
жен,13,нет,3998,1,1,4,плохо,плохо,плохо,хорошо,плохо,менее_30
жен,21,да,3508,1,1,1,отсутствует,отсутствует,хорошо,хорошо,хорошо,менее_30
